OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,ShapeSTArea,ShapeSTLength
4080,24,031,700903,1,240317009031,Block Group 1,G5030,S,3837935,18627,+39.0963997,-077.1278026,6411367.45703125,11506.1706322517
4081,24,031,701101,4,240317011014,Block Group 4,G5030,S,431071,0,+39.0798769,-077.1224184,716361.87109375,5237.41626409365
4082,24,033,803508,2,240338035082,Block Group 2,G5030,S,930573,0,+38.9279433,-076.8665699,1539851.40234375,5380.8095830458
4083,24,033,803508,3,240338035083,Block Group 3,G5030,S,273692,0,+38.9225731,-076.8614778,452822.25390625,3336.65342988393
4084,24,033,803509,1,240338035091,Block Group 1,G5030,S,1091937,3091,+38.9322613,-076.8770075,1812191.5390625,6117.46049391081
4085,24,033,803509,2,240338035092,Block Group 2,G5030,S,1121380,0,+38.9324866,-076.8876423,1855826.71484375,7651.0743643266
4086,24,033,803512,1,240338035121,Block Group 1,G5030,S,2639532,0,+38.8758004,-076.8365029,4361388.7265625,9734.35204696366
4087,24,021,766800,4,240217668004,Block Group 4,G5030,S,3872155,0,+39.7093596,-077.3056646,6550999.83203125,11603.6546449462
4088,24,021,752301,3,240217523013,Block Group 3,G5030,S,336290,0,+39.3686894,-077.4395860,563431.68359375,3438.47873277056
4089,24,021,752301,2,240217523012,Block Group 2,G5030,S,2661965,0,+39.3633505,-077.4249953,4459254.01953125,11484.5810894192
4090,24,021,752502,2,240217525022,Block Group 2,G5030,S,20977399,16045,+39.3306380,-077.5307733,35133011.65625,27926.8416879581
4091,24,021,752303,2,240217523032,Block Group 2,G5030,S,20108702,15414,+39.3475109,-077.4820628,33695984.0078125,29322.6192659666
4092,24,035,810901,2,240358109012,Block Group 2,G5030,S,3268973,1860817,+38.9676788,-076.3401101,8498019.46875,13148.079726995
4093,24,035,810902,1,240358109021,Block Group 1,G5030,S,7580606,3979885,+38.8713114,-076.3481070,19097435.890625,23973.0917831456
4094,24,005,492700,1,240054927001,Block Group 1,G5030,S,12380089,15014636,+39.2186680,-076.4814625,45698373.578125,33871.8538529194
4095,24,005,492700,3,240054927003,Block Group 3,G5030,S,1322833,4112108,+39.2251574,-076.5180454,9070260.421875,14180.3425637379
4096,24,005,492700,2,240054927002,Block Group 2,G5030,S,384663,91332,+39.2429007,-076.5038874,794668.62890625,5331.01566854367
4097,24,005,492700,4,240054927004,Block Group 4,G5030,S,283029,325741,+39.2389360,-076.5012745,1016204.546875,4810.00585194147
4098,24,009,860103,1,240098601031,Block Group 1,G5030,S,11628575,47760,+38.7305815,-076.6471543,19217216.7539062,19873.334108516
4099,24,009,860103,3,240098601033,Block Group 3,G5030,S,18848706,2079220,+38.7279273,-076.6765546,34432948.7773438,36542.5924322301
4100,24,009,860403,2,240098604032,Block Group 2,G5030,S,1197498,40466,+38.6930556,-076.5436371,2035209.1640625,8348.72599544347
4101,24,009,861003,4,240098610034,Block Group 4,G5030,S,1098910,59568,+38.3515659,-076.4227366,1886549.76171875,6335.13367349718
4102,24,009,860403,1,240098604031,Block Group 1,G5030,S,6385562,28896,+38.6822066,-076.5637579,10543254.0234375,18157.1144769379
4103,24,009,860404,2,240098604042,Block Group 2,G5030,S,435124,0,+38.7037636,-076.5349330,715533.3203125,3600.27157645857
4104,24,009,860103,2,240098601032,Block Group 2,G5030,S,6077620,11583,+38.7606919,-076.6365637,10027984.078125,14923.0363801499
4105,24,009,860901,1,240098609011,Block Group 1,G5030,S,9629258,2068449,+38.3707804,-076.4612805,19059420.9609375,22225.9323612304
4106,24,009,860902,1,240098609021,Block Group 1,G5030,S,19807608,5812537,+38.4015851,-076.4705743,41777340.640625,32418.7594915549
4107,24,009,860901,2,240098609012,Block Group 2,G5030,S,4543683,6267087,+38.3297117,-076.4611718,17595462.4570312,20361.790226818
4108,24,009,861100,1,240098611001,Block Group 1,G5030,S,32908964,6716286,+38.4163428,-076.4425016,64652137.625,49120.6923362405
4109,24,009,860404,1,240098604041,Block Group 1,G5030,S,5157603,1738683,+38.7167826,-076.5502130,11343172.34375,21147.8086789349
4110,24,009,860404,3,240098604043,Block Group 3,G5030,S,4350405,0,+38.7053677,-076.5548025,7154298.92578125,13747.4311842173
4111,24,009,860901,3,240098609013,Block Group 3,G5030,S,6222190,521367,+38.3519209,-076.4400033,10982673.1835938,16682.3811921851
4112,24,009,861100,2,240098611002,Block Group 2,G5030,S,22534246,3367757,+38.5112195,-076.5156473,42363610.8359375,36320.4758865407
4113,24,005,450504,3,240054505043,Block Group 3,G5030,S,168369,0,+39.3029927,-076.4471525,281565.87890625,2103.07210557654
4114,24,005,411412,1,240054114121,Block Group 1,G5030,S,428362,0,+39.3842554,-076.5072209,718004.5,5311.01150251384
4115,24,005,403401,1,240054034011,Block Group 1,G5030,S,796666,0,+39.3792723,-076.7359989,1335156.9609375,5194.14147247321
4116,24,005,492402,3,240054924023,Block Group 3,G5030,S,1727814,5768,+39.4002515,-076.8116861,2906972.70703125,9482.15924634949
4117,24,005,451402,4,240054514024,Block Group 4,G5030,S,516334,0,+39.3393518,-076.4424801,864355.22265625,5113.21640013955
4118,24,005,411413,1,240054114131,Block Group 1,G5030,S,315673,3956,+39.3926500,-076.5087827,535864.578125,3403.4775288051
4119,24,005,400100,2,240054001002,Block Group 2,G5030,S,460367,0,+39.2711810,-076.7056540,769163.1328125,6013.06521800147
4120,24,005,490304,2,240054903042,Block Group 2,G5030,S,78209,0,+39.4083108,-076.6024158,131182.16796875,1519.17117244234
4121,24,005,420701,2,240054207012,Block Group 2,G5030,S,1277485,0,+39.2785468,-076.5153918,2134866.234375,8056.47693995199
4122,24,005,408506,3,240054085063,Block Group 3,G5030,S,516625,0,+39.4687607,-076.6079754,868038.12109375,4010.68056727455
4123,24,005,408507,4,240054085074,Block Group 4,G5030,S,94657,0,+39.4698511,-076.6184018,159047.77734375,1636.91184814622
4124,24,005,408502,1,240054085021,Block Group 1,G5030,S,1095401,0,+39.4761552,-076.6049233,1840887.0703125,8257.03067065658
4125,24,005,408502,2,240054085022,Block Group 2,G5030,S,4053496,674432,+39.4727155,-076.5945520,7945664.89453125,18050.6694153207
4126,24,005,408304,5,240054083045,Block Group 5,G5030,S,1214939,4968,+39.4622309,-076.6620368,2049186.64453125,8294.31248331701
4127,24,005,401101,3,240054011013,Block Group 3,G5030,S,1184654,0,+39.3011586,-076.7373671,1981001.86328125,6064.35922293774
4128,24,005,402409,2,240054024092,Block Group 2,G5030,S,427789,0,+39.3319944,-076.7631614,715980.93359375,3873.40780067977
4129,24,005,401101,1,240054011011,Block Group 1,G5030,S,876702,0,+39.2918577,-076.7367820,1465651.50390625,5731.51594452188
4130,24,005,404404,3,240054044043,Block Group 3,G5030,S,863664,954,+39.4683865,-076.8319243,1452760.9921875,4938.27550887903
4131,24,005,404403,3,240054044033,Block Group 3,G5030,S,646460,0,+39.4490691,-076.8211362,1085575.70703125,4414.34805397414
4132,24,005,492402,4,240054924024,Block Group 4,G5030,S,581377,1990,+39.4082915,-076.8095045,978508.515625,5026.9388528058
4133,24,005,402511,1,240054025111,Block Group 1,G5030,S,338828,0,+39.3962092,-076.8050947,568122.98046875,4206.00576813022
4134,24,005,404101,3,240054041013,Block Group 3,G5030,S,3860551,23002,+39.4125991,-076.7998530,6514668.234375,14708.5215939169
4135,24,005,440800,2,240054408002,Block Group 2,G5030,S,1358204,2985,+39.3644637,-076.4975360,2280337.5390625,8716.13847406118
4136,24,005,408304,4,240054083044,Block Group 4,G5030,S,2506393,0,+39.4690425,-076.6735940,4211287.640625,9410.30686266583
4137,24,005,408304,1,240054083041,Block Group 1,G5030,S,8488641,16814,+39.4837144,-076.6819013,14297792.0898438,17337.788270502
4138,24,005,490304,3,240054903043,Block Group 3,G5030,S,380809,0,+39.4058581,-076.6051481,638695.23046875,3526.82346201505
4139,24,005,490302,3,240054903023,Block Group 3,G5030,S,1418428,0,+39.4090097,-076.5928351,2379198.234375,5921.15898880087
4140,24,005,490303,1,240054903031,Block Group 1,G5030,S,445515,0,+39.4083635,-076.6116921,747272.0078125,3626.16924643123
4141,24,005,490303,2,240054903032,Block Group 2,G5030,S,755665,0,+39.4120837,-076.6221616,1267621.76953125,6152.41483981258
4142,24,005,404202,5,240054042025,Block Group 5,G5030,S,3133033,7175,+39.4297090,-076.7683485,5270303.73828125,14677.7900161156
4143,24,005,403702,3,240054037023,Block Group 3,G5030,S,2383483,0,+39.4033918,-076.7669110,3997297.2578125,10514.3072272001
4144,24,005,402510,3,240054025103,Block Group 3,G5030,S,462985,999,+39.4000890,-076.7910185,778084.00390625,5239.95131064732
4145,24,005,402510,2,240054025102,Block Group 2,G5030,S,362085,6097,+39.3964451,-076.7935970,617344.359375,3247.9975209854
4146,24,005,492300,3,240054923003,Block Group 3,G5030,S,527865,16046,+39.3284306,-076.4460227,910243.42578125,4365.09627749972
4147,24,005,450504,5,240054505045,Block Group 5,G5030,S,283516,0,+39.3007477,-076.4415299,474095.05078125,2739.38780969336
4148,24,005,411302,2,240054113022,Block Group 2,G5030,S,10936041,2308913,+39.3910400,-076.3804910,22204704.6132812,28050.2280829174
4149,24,005,411309,3,240054113093,Block Group 3,G5030,S,1075340,0,+39.4046095,-076.4526580,1803493.56640625,6341.29258327994
4150,24,005,490304,1,240054903041,Block Group 1,G5030,S,362752,0,+39.4118125,-076.6058213,608509.6484375,3669.88584783416
4151,24,005,490900,1,240054909001,Block Group 1,G5030,S,142818,0,+39.3940035,-076.5852809,239452.5,2984.78679350632
4152,24,005,450504,4,240054505044,Block Group 4,G5030,S,276212,0,+39.2969194,-076.4468551,461830.375,3360.8379000754
4153,24,005,403601,4,240054036014,Block Group 4,G5030,S,683919,0,+39.3895590,-076.6747548,1146535.2421875,6288.07622829763
4154,24,005,403703,2,240054037032,Block Group 2,G5030,S,1140521,0,+39.3957784,-076.7316507,1912331.6875,6473.98106701249
4155,24,005,402306,3,240054023063,Block Group 3,G5030,S,539836,0,+39.3630225,-076.7724925,904309.40625,4096.6737922848
4156,24,005,402409,1,240054024091,Block Group 1,G5030,S,148511,0,+39.3283153,-076.7620817,248532.46875,2141.84770801957
4157,24,005,408100,3,240054081003,Block Group 3,G5030,S,12927242,171219,+39.5169696,-076.6455348,22040033.890625,30141.3944799949
4158,24,005,411309,5,240054113095,Block Group 5,G5030,S,944717,1283,+39.4106874,-076.4405230,1586887.98046875,5640.94033014088
4159,24,005,402408,2,240054024082,Block Group 2,G5030,S,1236466,15211,+39.3289862,-076.7747298,2094641.8203125,6870.44724645343
4160,24,005,402408,1,240054024081,Block Group 1,G5030,S,447050,0,+39.3232050,-076.7636481,748033.10546875,4003.27774978893
4161,24,005,403704,2,240054037042,Block Group 2,G5030,S,7108419,14390,+39.4186423,-076.7418515,11950347.21875,16585.6441284311
4162,24,005,403703,1,240054037031,Block Group 1,G5030,S,874615,1302,+39.3943092,-076.7382129,1468467.91796875,7972.82191627999
4163,24,005,411309,4,240054113094,Block Group 4,G5030,S,459003,0,+39.4061279,-076.4412176,769846.0625,3818.13808581188
4164,24,005,408507,2,240054085072,Block Group 2,G5030,S,791117,1944,+39.4652387,-076.6214365,1332378,4935.9749734071
4165,24,005,403704,1,240054037041,Block Group 1,G5030,S,2219695,1352,+39.4027604,-076.7438980,3724834.484375,10032.2408501494
4166,24,005,402511,3,240054025113,Block Group 3,G5030,S,340860,0,+39.3973671,-076.7992542,571550.9296875,3532.63303663861
4167,24,005,402302,3,240054023023,Block Group 3,G5030,S,710769,0,+39.3555715,-076.7771717,1190400.27734375,5018.91750534199
4168,24,005,404102,2,240054041022,Block Group 2,G5030,S,1031308,0,+39.4332324,-076.8066297,1731055.54296875,6209.55718130748
4169,24,005,404201,4,240054042014,Block Group 4,G5030,S,218805,0,+39.4367421,-076.7960734,367303.2578125,2840.94504914858
4170,24,005,402511,2,240054025112,Block Group 2,G5030,S,947735,6297,+39.3903719,-076.8042402,1599369.01171875,5884.57027210317
4171,24,005,403401,3,240054034013,Block Group 3,G5030,S,511976,0,+39.3717612,-076.7269414,857851.78515625,4032.96229408969
4172,24,005,402307,1,240054023071,Block Group 1,G5030,S,560911,4562,+39.3608265,-076.7499365,947260.8828125,5218.6772319958
4173,24,005,411412,2,240054114122,Block Group 2,G5030,S,188966,0,+39.3843931,-076.5026430,316737.58203125,2735.76897929242
4174,24,005,402306,1,240054023061,Block Group 1,G5030,S,405121,0,+39.3646824,-076.7635975,678671.33203125,3415.17941967363
4175,24,005,440701,4,240054407014,Block Group 4,G5030,S,382306,0,+39.3499886,-076.4735591,640182.8125,3249.61094743248
4176,24,005,451900,2,240054519002,Block Group 2,G5030,S,3571512,2406906,+39.2334758,-076.4326451,9977872.52734375,29327.226346147
4177,24,005,403602,3,240054036023,Block Group 3,G5030,S,1134922,0,+39.3787322,-076.6576582,1902021.7109375,6801.31104325881
4178,24,005,403602,2,240054036022,Block Group 2,G5030,S,246381,0,+39.3784672,-076.6633367,412909.41796875,3275.03215182006
4179,24,005,430700,4,240054307004,Block Group 4,G5030,S,527916,0,+39.2365969,-076.7036145,881180.2734375,4389.29228841082
4180,24,005,411411,1,240054114111,Block Group 1,G5030,S,926365,0,+39.3902096,-076.5218616,1553005.03125,6190.75331277263
4181,24,005,404404,2,240054044042,Block Group 2,G5030,S,906213,0,+39.4584025,-076.8309590,1522182.38671875,5404.94904637214
4182,24,005,430700,3,240054307003,Block Group 3,G5030,S,466005,0,+39.2395487,-076.7069475,777902.55859375,5172.73161556011
4183,24,005,404201,2,240054042012,Block Group 2,G5030,S,1112911,0,+39.4472593,-076.7905566,1868771.515625,6340.97973710896
4184,24,005,411413,2,240054114132,Block Group 2,G5030,S,252604,0,+39.3928070,-076.5142284,423510.74609375,4923.72986632348
4185,24,005,492402,1,240054924021,Block Group 1,G5030,S,435480,0,+39.4049684,-076.8060559,730368.08203125,3815.18119552472
4186,24,005,411411,2,240054114112,Block Group 2,G5030,S,686984,0,+39.3854364,-076.5146679,1151537.2109375,6120.38124127615
4187,24,005,402510,1,240054025101,Block Group 1,G5030,S,1238760,4790,+39.3904783,-076.7930038,2084637.8359375,5765.20480889817
4188,24,510,110200,2,245101102002,Block Group 2,G5030,S,69130,0,+39.2962216,-076.6184393,115585.89453125,1350.81991845637
4189,24,510,190100,1,245101901001,Block Group 1,G5030,S,135585,0,+39.2905026,-076.6402194,226657.45703125,2022.78891820905
4190,24,510,190300,1,245101903001,Block Group 1,G5030,S,181225,0,+39.2822489,-076.6444349,302881.2578125,2238.90385059996
4191,24,510,060200,1,245100602001,Block Group 1,G5030,S,49442,0,+39.2932545,-076.5808817,82659.125,1171.4196392101
4192,24,510,271002,2,245102710022,Block Group 2,G5030,S,160274,0,+39.3511669,-076.6064562,268394.609375,2278.48670672678
4193,24,510,280600,1,245102806001,Block Group 1,G5030,S,155764,0,+39.2907874,-076.6319987,260392.3671875,2249.59166563823
4194,24,510,040100,4,245100401004,Block Group 4,G5030,S,231656,0,+39.2921279,-076.6203042,387281.8359375,2545.74119887099
4195,24,510,271002,3,245102710023,Block Group 3,G5030,S,196771,0,+39.3537358,-076.6061697,329536.0078125,2455.67607864836
4196,24,510,160700,3,245101607003,Block Group 3,G5030,S,391837,14242,+39.3024433,-076.6719100,679044.38671875,5124.33484851288
4197,24,510,200500,2,245102005002,Block Group 2,G5030,S,273641,0,+39.2786474,-076.6538464,457297.34765625,3456.50378646451
4198,24,510,271102,2,245102711022,Block Group 2,G5030,S,421119,0,+39.3495751,-076.6254612,705170.9296875,3591.77245216942
4199,24,005,401102,2,240054011022,Block Group 2,G5030,S,1185176,0,+39.3121080,-076.7283030,1982435.74609375,13930.0467338309
4200,24,005,404102,3,240054041023,Block Group 3,G5030,S,2385545,0,+39.4165656,-076.7875532,4002249.36328125,10094.0469951112
4201,24,005,404102,1,240054041021,Block Group 1,G5030,S,1296676,0,+39.4271392,-076.7967655,2176098.0078125,6287.0389794478
4202,24,510,272006,3,245102720063,Block Group 3,G5030,S,152741,0,+39.3598934,-076.6999076,255841.56640625,2101.42033548079
4203,24,510,040100,3,245100401003,Block Group 3,G5030,S,597477,0,+39.2901504,-076.6111426,998806.47265625,4290.76856654009
4204,24,510,271501,4,245102715014,Block Group 4,G5030,S,1360766,0,+39.3615674,-076.6584388,2279402.42578125,6322.98079304905
4205,24,510,260202,4,245102602024,Block Group 4,G5030,S,179628,0,+39.3266760,-076.5567118,300594.984375,2562.11069173018
4206,24,510,160100,2,245101601002,Block Group 2,G5030,S,133552,0,+39.2966809,-076.6371823,223297.41796875,2038.09563248957
4207,24,510,160100,1,245101601001,Block Group 1,G5030,S,117673,0,+39.2964014,-076.6343740,196748.20703125,2001.72720073831
4208,24,510,151000,1,245101510001,Block Group 1,G5030,S,268665,0,+39.3350589,-076.6814849,449699.05078125,2720.79551344335
4209,24,510,151000,3,245101510003,Block Group 3,G5030,S,259407,0,+39.3296799,-076.6830522,434137.0078125,3216.35235900884
4210,24,510,151000,2,245101510002,Block Group 2,G5030,S,215741,0,+39.3263374,-076.6857991,361022.87890625,2895.53315515024
4211,24,510,260202,5,245102602025,Block Group 5,G5030,S,230873,0,+39.3222599,-076.5520478,386299.1796875,3055.25608209319
4212,24,510,260201,5,245102602015,Block Group 5,G5030,S,318240,0,+39.3248983,-076.5470907,532528.375,3057.52348155599
4213,24,510,110200,4,245101102004,Block Group 4,G5030,S,278055,0,+39.3052941,-076.6182765,465026.40234375,3131.20381377424
4214,24,510,080302,3,245100803023,Block Group 3,G5030,S,236356,0,+39.3054055,-076.5750407,395287.55859375,3142.67999706235
4215,24,510,151300,4,245101513004,Block Group 4,G5030,S,235746,0,+39.3377441,-076.6623585,394626.68359375,3974.52559079919
4216,24,510,110200,6,245101102006,Block Group 6,G5030,S,112374,0,+39.2995245,-076.6187013,187904.6171875,1906.49079220577
4217,24,510,280600,3,245102806003,Block Group 3,G5030,S,234701,0,+39.2914657,-076.6361389,392370.00390625,2582.54465426328
4218,24,510,010400,3,245100104003,Block Group 3,G5030,S,141218,558487,+39.2781675,-076.5795274,1169299.8359375,4819.60316918243
4219,24,510,280600,2,245102806002,Block Group 2,G5030,S,185852,0,+39.2924865,-076.6297594,310707.4453125,2849.01679857221
4220,24,510,150800,1,245101508001,Block Group 1,G5030,S,208362,0,+39.3125614,-076.6775998,348537.21484375,2411.67735736405
4221,24,510,150701,1,245101507011,Block Group 1,G5030,S,88162,0,+39.3150322,-076.6708305,147486.27734375,1948.8011033381
4222,24,510,160700,1,245101607001,Block Group 1,G5030,S,92535,0,+39.3014496,-076.6630811,154740.5546875,1642.44597195056
4223,24,510,090800,1,245100908001,Block Group 1,G5030,S,176074,0,+39.3147196,-076.6080071,294547.61328125,2588.39151412691
4224,24,510,160400,1,245101604001,Block Group 1,G5030,S,81095,0,+39.2992768,-076.6471714,135600.75,1527.6237718012
4225,24,510,110100,3,245101101003,Block Group 3,G5030,S,65572,0,+39.3023686,-076.6129915,109653.41796875,1333.53189298362
4226,24,510,110100,1,245101101001,Block Group 1,G5030,S,179966,0,+39.2977689,-076.6127394,300916.078125,2558.99446852085
4227,24,510,110200,5,245101102005,Block Group 5,G5030,S,67406,0,+39.2984996,-076.6156464,112710.6171875,1341.15061126391
4228,24,510,110200,1,245101102001,Block Group 1,G5030,S,60806,0,+39.2962487,-076.6155686,101670.16015625,1282.81251909231
4229,24,510,270701,2,245102707012,Block Group 2,G5030,S,162931,0,+39.3700896,-076.5695942,272991.359375,2243.32832745113
4230,24,510,160400,2,245101604002,Block Group 2,G5030,S,121958,0,+39.2954093,-076.6475164,203904.51953125,2166.13516661433
4231,24,510,090800,2,245100908002,Block Group 2,G5030,S,215223,0,+39.3132968,-076.6035385,360021.3203125,2524.95977070026
4232,24,510,090900,1,245100909001,Block Group 1,G5030,S,193339,0,+39.3069601,-076.6007894,323359.14453125,2438.30316079243
4233,24,510,200200,3,245102002003,Block Group 3,G5030,S,243643,0,+39.2912338,-076.6527706,407312.72265625,2910.62097513311
4234,24,510,200500,1,245102005001,Block Group 1,G5030,S,56102,0,+39.2810034,-076.6506427,93761.62890625,1233.53220520712
4235,24,510,100100,1,245101001001,Block Group 1,G5030,S,205500,0,+39.3032725,-076.6010635,343659.328125,2568.76087027504
4236,24,510,272006,2,245102720062,Block Group 2,G5030,S,231518,0,+39.3569766,-076.6982455,387763.1796875,2794.45703281544
4237,24,510,070400,1,245100704001,Block Group 1,G5030,S,106857,0,+39.3000738,-076.5961255,178682.01171875,1718.5252680207
4238,24,510,260401,2,245102604012,Block Group 2,G5030,S,571981,0,+39.3064160,-076.5485019,956617.62890625,4894.48096238009
4239,24,510,150800,3,245101508003,Block Group 3,G5030,S,127173,0,+39.3161794,-076.6797849,212748.703125,1910.00774095539
4240,24,510,080302,2,245100803022,Block Group 2,G5030,S,127595,0,+39.3075881,-076.5778908,213408.4765625,1847.06142809314
4241,24,510,080301,1,245100803011,Block Group 1,G5030,S,117444,0,+39.3038879,-076.5821052,196405.21484375,1942.51471503046
4242,24,510,070200,1,245100702001,Block Group 1,G5030,S,57144,0,+39.3000215,-076.5795642,95554.2578125,1236.63829943081
4243,24,510,070200,2,245100702002,Block Group 2,G5030,S,57149,0,+39.2979103,-076.5794226,95558.0859375,1237.59895244843
4244,24,510,060200,4,245100602004,Block Group 4,G5030,S,96598,0,+39.2945077,-076.5788385,161500.3359375,1828.72728577389
4245,24,510,151200,3,245101512003,Block Group 3,G5030,S,131342,0,+39.3329658,-076.6599639,219830.9296875,2398.01444648354
4246,24,035,810901,3,240358109013,Block Group 3,G5030,S,7108413,2536458,+38.9618596,-076.3189160,15973969.5351562,20479.6147368505
4247,24,035,810800,4,240358108004,Block Group 4,G5030,S,6206917,1368651,+38.9796331,-076.2825030,12554227.7890625,21489.3454109017
4248,24,035,810800,1,240358108001,Block Group 1,G5030,S,9737255,6085857,+39.0088226,-076.3144861,26243383.2421875,30816.1962596837
4249,24,035,810800,2,240358108002,Block Group 2,G5030,S,2292392,0,+39.0014676,-076.3004415,3801129.51171875,10932.0455167172
4250,24,035,810600,4,240358106004,Block Group 4,G5030,S,4669138,884273,+38.9659907,-076.1689170,9197736.56640625,21348.6816489059
4251,24,035,810700,3,240358107003,Block Group 3,G5030,S,3935921,23379,+38.9563068,-076.1870493,6557504.203125,15305.8449925924
4252,24,035,810300,3,240358103003,Block Group 3,G5030,S,73808560,0,+39.1171651,-075.9497806,122784304.789062,58471.3026260466
4253,24,035,810500,3,240358105003,Block Group 3,G5030,S,28096899,17269,+39.0138841,-076.0327786,46635520.7734375,34232.0342743492
4254,24,035,810400,4,240358104004,Block Group 4,G5030,S,13267221,407828,+39.0493575,-076.0445450,22705358.5,25208.9909554659
4255,24,035,810400,3,240358104003,Block Group 3,G5030,S,7395957,0,+39.0615935,-076.0316313,12284329.734375,15767.2519001244
4256,24,023,000602,1,240230006021,Block Group 1,G5030,S,94403412,441803,+39.5028268,-079.4248633,159531240.933594,62519.4854313597
4257,24,023,000602,2,240230006022,Block Group 2,G5030,S,28158109,0,+39.4212145,-079.4572867,47247355.6484375,33916.5530465879
4258,24,023,000601,3,240230006013,Block Group 3,G5030,S,9574345,0,+39.4163628,-079.4166384,16062875.6875,21951.5493259571
4259,24,023,000601,1,240230006011,Block Group 1,G5030,S,29619300,25959,+39.4735149,-079.3838681,49791170.8046875,32817.2142515417
4260,24,023,000601,2,240230006012,Block Group 2,G5030,S,5856062,13385,+39.4083195,-079.3961599,9844612.625,19731.8202114825
4261,24,023,000700,3,240230007003,Block Group 3,G5030,S,2490304,22953,+39.4114872,-079.3855490,4215810.40625,10655.4403652623
4262,24,023,000700,4,240230007004,Block Group 4,G5030,S,10870433,589497,+39.4102998,-079.3605393,19223430.703125,21106.1644064668
4263,24,023,000502,1,240230005021,Block Group 1,G5030,S,33601250,4380117,+39.4903332,-079.3357457,63852058.2539062,34231.8528861358
4264,24,023,000601,4,240230006014,Block Group 4,G5030,S,48532278,0,+39.3526245,-079.4565613,81275244.2382812,49579.6446796304
4265,24,023,000502,2,240230005022,Block Group 2,G5030,S,40533560,3448065,+39.5349268,-079.3573241,74044511.984375,54211.541561988
4266,24,023,000502,3,240230005023,Block Group 3,G5030,S,15801464,0,+39.5745712,-079.3378142,26630081.1992188,21738.6273728479
4267,24,023,000501,1,240230005011,Block Group 1,G5030,S,89061019,7006001,+39.5058770,-079.2773019,161612072.574219,68752.6492389825
4268,24,031,703800,2,240317038002,Block Group 2,G5030,S,306890,0,+39.0366977,-077.0548577,509370.78515625,2922.60957075821
4269,24,031,700837,2,240317008372,Block Group 2,G5030,S,309129,5791,+39.1233172,-077.2124453,523970.296875,3348.87414353153
4270,24,031,700728,1,240317007281,Block Group 1,G5030,S,802574,0,+39.1218804,-077.1702347,1335297.7734375,4901.80795182448
4271,24,031,700723,4,240317007234,Block Group 4,G5030,S,682486,0,+39.1454907,-077.2011094,1136258.5234375,4900.11959861678
4272,24,031,701417,4,240317014174,Block Group 4,G5030,S,221288,0,+39.0803943,-076.9351770,367741.109375,2953.46159335499
4273,24,031,702503,3,240317025033,Block Group 3,G5030,S,280021,0,+38.9975802,-077.0267854,464264.94921875,2920.17880414707
4274,24,031,700611,3,240317006113,Block Group 3,G5030,S,4571794,70250,+39.1744035,-077.3123226,7734112.26953125,11688.8188644896
4275,24,031,701212,1,240317012121,Block Group 1,G5030,S,1483806,0,+39.1266048,-077.1424089,2469043.58203125,7689.1764554885
4276,24,031,703216,1,240317032161,Block Group 1,G5030,S,625409,0,+39.0971607,-077.0738020,1039814.55078125,6044.28290537348
4277,24,031,700818,5,240317008185,Block Group 5,G5030,S,621078,3253,+39.1773038,-077.2595619,1040370.40234375,6418.12122515518
4278,24,031,700834,1,240317008341,Block Group 1,G5030,S,311316,0,+39.1841614,-077.2361274,518868.43359375,3173.91811759561
4279,24,031,701007,2,240317010072,Block Group 2,G5030,S,711668,0,+39.0947648,-077.1896770,1183153.90234375,4607.79400492735
4280,24,031,701211,5,240317012115,Block Group 5,G5030,S,218273,0,+39.1129757,-077.1662961,363068.6171875,2925.38278561542
4281,24,031,700812,2,240317008122,Block Group 2,G5030,S,655346,0,+39.1736315,-077.1974025,1091937.30859375,4770.86247719709
4282,24,031,700724,3,240317007243,Block Group 3,G5030,S,243536,0,+39.1400482,-077.2044371,405394.96875,3796.98652218414
4283,24,031,703207,3,240317032073,Block Group 3,G5030,S,171234,0,+39.0576677,-077.0470823,284379.5625,2280.19268025319
4284,24,031,700724,2,240317007242,Block Group 2,G5030,S,231672,0,+39.1426830,-077.2107095,385669.57421875,2827.4742942642
4285,24,031,700839,2,240317008392,Block Group 2,G5030,S,191002,0,+39.1158494,-077.2022990,317728.1640625,3041.44830437162
4286,24,031,700729,2,240317007292,Block Group 2,G5030,S,676856,345,+39.1553198,-077.1685998,1127734.90234375,4334.6855142639
4287,24,031,701002,1,240317010021,Block Group 1,G5030,S,658482,0,+39.0630955,-077.1730419,1093751.5859375,5314.31319886572
4288,24,031,700306,2,240317003062,Block Group 2,G5030,S,722888,1835,+39.1716017,-077.2929890,1207467.93359375,5026.95255872076
4289,24,031,700210,2,240317002102,Block Group 2,G5030,S,673108,0,+39.2252564,-077.2533478,1123166.78515625,4822.88008676291
4290,24,031,702603,1,240317026031,Block Group 1,G5030,S,63420,0,+38.9917753,-077.0316127,105132.09375,1638.03949033347
4291,24,031,700315,3,240317003153,Block Group 3,G5030,S,1060091,0,+39.2373195,-077.2564241,1769507.67578125,6512.833804052
4292,24,031,703902,3,240317039023,Block Group 3,G5030,S,430962,0,+39.0339894,-077.0434606,715250.31640625,4214.39017568838
